#_____________ QUERY RESULTS SUMMARY ____________________________________
#
#      STATION: JUNG, MOSC
#   START TIME: 1964-01-01 00:00:00 UTC
#     END TIME: 2026-03-25 00:00:00 UTC
#   NMDB TABLE: 1 hour validated
#    DATA TYPE: corr_for_efficiency
#    AVERAGING: Yes / 1 day
# ORIGINAL RES: 60 min
#________________________________________________________________________
#
# Timestamps always correspond to the beginning of the time interval 
#________________________________________________________________________
#
# ____________________________________________________________________________________________________
#|                                                                                                    |
#| Data retrieved via NMDB are the property of the individual data providers. These data are free for |
#| non commercial use to within the restriction imposed by the providers. If you use such data for    |
#| your research or applications, please acknowledge the origin by a sentence like 'We acknowledge    |
#| the NMDB database (www.nmdb.eu) founded under the European Union's FP7 programme (contract no. 213 |
#| 007), and the PIs of individual neutron monitors at: IGY Jungfraujoch (Physikalisches Institut, Un |
#| iversity of Bern, Switzerland), Moscow (Pushkov Institute of Terrestrial Magnetism, Ionosphere and |
#|  radio wave propagation IZMIRAN, Troitsk, Russia), Calgary ()                                      |
#|____________________________________________________________________________________________________|
#
DATETIME;JUNG;MOSC
1964-01-01 00:00:00;163.824;232.529
1964-01-02 00:00:00;162.334;230.618
1964-01-03 00:00:00;160.586;230.268
1964-01-04 00:00:00;   null;229.929
1964-01-05 00:00:00;163.766;231.529
1964-01-06 00:00:00;164.753;232.552
1964-01-07 00:00:00;165.597;232.656
1964-01-08 00:00:00;166.114;234.549
1964-01-09 00:00:00;164.954;232.793
1964-01-10 00:00:00;165.847;232.037
1964-01-11 00:00:00;165.136;231.872
1964-01-12 00:00:00;164.852;231.912
1964-01-13 00:00:00;164.883;232.132
1964-01-14 00:00:00;165.344;232.640
1964-01-15 00:00:00;165.594;233.891
1964-01-16 00:00:00;165.667;233.247
1964-01-17 00:00:00;164.610;233.307
1964-01-18 00:00:00;163.938;233.705
1964-01-19 00:00:00;164.534;232.474
1964-01-20 00:00:00;164.778;234.015
1964-01-21 00:00:00;165.071;234.371
1964-01-22 00:00:00;164.847;234.113
1964-01-23 00:00:00;164.896;233.577
1964-01-24 00:00:00;165.348;233.648
1964-01-25 00:00:00;165.422;233.178
1964-01-26 00:00:00;166.072;233.283
1964-01-27 00:00:00;167.481;234.308
1964-01-28 00:00:00;168.305;235.587
1964-01-29 00:00:00;167.191;232.660
1964-01-30 00:00:00;166.509;232.000
1964-01-31 00:00:00;164.995;231.936
1964-02-01 00:00:00;159.713;233.696
1964-02-02 00:00:00;159.424;232.387
1964-02-03 00:00:00;160.734;233.491
1964-02-04 00:00:00;160.384;233.297
1964-02-05 00:00:00;160.699;231.977
1964-02-06 00:00:00;162.836;233.322
1964-02-07 00:00:00;163.284;233.851
1964-02-08 00:00:00;163.049;233.222
1964-02-09 00:00:00;163.771;234.728
1964-02-10 00:00:00;164.351;235.280
1964-02-11 00:00:00;164.425;235.604
1964-02-12 00:00:00;164.455;236.282
1964-02-13 00:00:00;164.804;234.732
1964-02-14 00:00:00;163.416;232.574
1964-02-15 00:00:00;161.778;232.225
1964-02-16 00:00:00;161.142;232.350
1964-02-17 00:00:00;161.676;232.801
1964-02-18 00:00:00;   null;233.468
1964-02-19 00:00:00;   null;233.762
1964-02-20 00:00:00;163.938;233.655
1964-02-21 00:00:00;162.692;233.799
1964-02-22 00:00:00;162.797;233.865
1964-02-23 00:00:00;163.683;233.800
1964-02-24 00:00:00;163.503;234.881
1964-02-25 00:00:00;   null;235.258
1964-02-26 00:00:00;161.480;235.468
1964-02-27 00:00:00;162.070;234.426
1964-02-28 00:00:00;164.919;234.496
1964-02-29 00:00:00;163.918;234.346
1964-03-01 00:00:00;162.243;232.606
1964-03-02 00:00:00;162.332;233.433
1964-03-03 00:00:00;162.649;233.580
1964-03-04 00:00:00;164.362;234.181
1964-03-05 00:00:00;164.098;234.119
1964-03-06 00:00:00;164.416;235.254
1964-03-07 00:00:00;163.977;235.761
1964-03-08 00:00:00;   null;235.492
1964-03-09 00:00:00;163.049;235.847
1964-03-10 00:00:00;163.970;236.008
1964-03-11 00:00:00;163.494;234.830
1964-03-12 00:00:00;163.045;235.954
1964-03-13 00:00:00;162.676;234.845
1964-03-14 00:00:00;160.891;234.860
1964-03-15 00:00:00;161.968;235.839
1964-03-16 00:00:00;160.620;235.382
1964-03-17 00:00:00;160.849;235.710
1964-03-18 00:00:00;160.891;234.237
1964-03-19 00:00:00;160.797;234.197
1964-03-20 00:00:00;161.356;233.764
1964-03-21 00:00:00;161.831;235.087
1964-03-22 00:00:00;161.947;234.158
1964-03-23 00:00:00;161.255;235.367
1964-03-24 00:00:00;161.307;234.516
1964-03-25 00:00:00;161.859;234.106
1964-03-26 00:00:00;161.935;232.994
1964-03-27 00:00:00;161.049;232.906
1964-03-28 00:00:00;161.421;234.257
1964-03-29 00:00:00;162.566;235.438
1964-03-30 00:00:00;162.878;237.738
1964-03-31 00:00:00;163.646;236.122
1964-04-01 00:00:00;164.130;237.093
1964-04-02 00:00:00;   null;236.267
1964-04-03 00:00:00;   null;236.027
1964-04-04 00:00:00;   null;236.401
1964-04-05 00:00:00;162.380;236.868
1964-04-06 00:00:00;164.351;235.487
1964-04-07 00:00:00;165.051;236.667
1964-04-08 00:00:00;163.494;235.818
1964-04-09 00:00:00;163.641;236.516
1964-04-10 00:00:00;164.404;236.922
1964-04-11 00:00:00;164.635;235.812
1964-04-12 00:00:00;165.346;235.993
1964-04-13 00:00:00;165.396;235.452
1964-04-14 00:00:00;165.073;235.503
1964-04-15 00:00:00;165.008;235.299
1964-04-16 00:00:00;165.556;235.260
1964-04-17 00:00:00;165.706;235.321
1964-04-18 00:00:00;164.217;234.562
1964-04-19 00:00:00;162.518;234.982
1964-04-20 00:00:00;160.230;234.818
1964-04-21 00:00:00;161.915;235.341
1964-04-22 00:00:00;162.453;234.628
1964-04-23 00:00:00;161.685;235.257
1964-04-24 00:00:00;161.094;234.907
1964-04-25 00:00:00;159.976;235.146
1964-04-26 00:00:00;160.189;234.410
1964-04-27 00:00:00;160.680;234.576
1964-04-28 00:00:00;162.075;233.719
1964-04-29 00:00:00;163.196;233.792
1964-04-30 00:00:00;163.768;234.150
1964-05-01 00:00:00;164.134;233.517
1964-05-02 00:00:00;164.072;233.597
1964-05-03 00:00:00;163.838;234.956
1964-05-04 00:00:00;163.475;236.073
1964-05-05 00:00:00;163.748;234.695
1964-05-06 00:00:00;163.682;233.990
1964-05-07 00:00:00;163.012;234.836
1964-05-08 00:00:00;163.728;233.863
1964-05-09 00:00:00;165.266;235.533
1964-05-10 00:00:00;163.662;234.049
1964-05-11 00:00:00;163.585;235.084
1964-05-12 00:00:00;163.849;234.423
1964-05-13 00:00:00;164.386;235.418
1964-05-14 00:00:00;163.695;235.024
1964-05-15 00:00:00;163.192;236.044
1964-05-16 00:00:00;163.153;234.547
1964-05-17 00:00:00;   null;234.816
1964-05-18 00:00:00;   null;234.875
1964-05-19 00:00:00;   null;235.555
1964-05-20 00:00:00;   null;235.585
1964-05-21 00:00:00;   null;236.235
1964-05-22 00:00:00;168.265;235.248
1964-05-23 00:00:00;167.529;235.782
1964-05-24 00:00:00;167.562;235.548
1964-05-25 00:00:00;168.232;235.323
1964-05-26 00:00:00;168.288;235.096
1964-05-27 00:00:00;168.312;235.657
1964-05-28 00:00:00;169.257;235.321
1964-05-29 00:00:00;168.905;235.056
1964-05-30 00:00:00;168.680;236.000
1964-05-31 00:00:00;168.153;234.895
1964-06-01 00:00:00;165.229;235.228
1964-06-02 00:00:00;165.750;235.291
1964-06-03 00:00:00;165.230;233.695
1964-06-04 00:00:00;164.046;233.558
1964-06-05 00:00:00;163.948;234.678
1964-06-06 00:00:00;164.763;235.379
1964-06-07 00:00:00;165.011;235.823
1964-06-08 00:00:00;163.156;235.862
1964-06-09 00:00:00;162.379;233.579
1964-06-10 00:00:00;163.983;234.337
1964-06-11 00:00:00;163.330;232.874
1964-06-12 00:00:00;163.527;233.350
1964-06-13 00:00:00;164.166;234.643
1964-06-14 00:00:00;164.867;234.600
1964-06-15 00:00:00;162.433;235.228
1964-06-16 00:00:00;163.223;234.944
1964-06-17 00:00:00;164.508;235.366
1964-06-18 00:00:00;165.361;235.031
1964-06-19 00:00:00;165.432;235.248
1964-06-20 00:00:00;165.761;236.512
1964-06-21 00:00:00;164.906;235.426
1964-06-22 00:00:00;164.559;234.057
1964-06-23 00:00:00;164.929;233.866
1964-06-24 00:00:00;165.261;234.961
1964-06-25 00:00:00;165.051;234.095
1964-06-26 00:00:00;163.192;234.668
1964-06-27 00:00:00;162.057;235.601
1964-06-28 00:00:00;   null;234.542
1964-06-29 00:00:00;   null;234.201
1964-06-30 00:00:00;160.439;234.516
1964-07-01 00:00:00;161.167;234.327
1964-07-02 00:00:00;160.425;234.203
1964-07-03 00:00:00;160.747;233.681
1964-07-04 00:00:00;161.125;233.882
1964-07-05 00:00:00;161.240;233.998
1964-07-06 00:00:00;163.764;234.377
1964-07-07 00:00:00;163.761;234.477
1964-07-08 00:00:00;163.349;233.922
1964-07-09 00:00:00;163.504;233.123
1964-07-10 00:00:00;162.543;233.838
1964-07-11 00:00:00;161.499;234.044
1964-07-12 00:00:00;161.776;232.983
1964-07-13 00:00:00;161.781;233.673
1964-07-14 00:00:00;161.168;233.013
1964-07-15 00:00:00;160.698;233.906
1964-07-16 00:00:00;160.589;234.233
1964-07-17 00:00:00;160.084;234.404
1964-07-18 00:00:00;160.690;233.978
1964-07-19 00:00:00;161.220;232.880
1964-07-20 00:00:00;161.900;233.467
1964-07-21 00:00:00;162.319;234.229
1964-07-22 00:00:00;161.724;234.375
1964-07-23 00:00:00;162.104;233.864
1964-07-24 00:00:00;162.901;234.772
1964-07-25 00:00:00;162.710;234.718
1964-07-26 00:00:00;162.604;235.537
1964-07-27 00:00:00;162.804;234.720
1964-07-28 00:00:00;164.073;236.057
1964-07-29 00:00:00;163.813;235.913
1964-07-30 00:00:00;162.625;235.222
1964-07-31 00:00:00;161.562;234.930
1964-08-01 00:00:00;161.599;237.197
1964-08-02 00:00:00;162.330;236.580
1964-08-03 00:00:00;163.312;236.829
1964-08-04 00:00:00;163.757;   null
1964-08-05 00:00:00;163.673;   null
1964-08-06 00:00:00;163.928;236.110
1964-08-07 00:00:00;163.992;235.742
1964-08-08 00:00:00;165.384;235.915
1964-08-09 00:00:00;165.263;234.926
1964-08-10 00:00:00;162.400;236.175
1964-08-11 00:00:00;160.813;235.764
1964-08-12 00:00:00;158.462;234.097
1964-08-13 00:00:00;158.393;232.770
1964-08-14 00:00:00;158.306;232.864
1964-08-15 00:00:00;159.213;233.296
1964-08-16 00:00:00;161.496;233.733
1964-08-17 00:00:00;163.262;235.061
1964-08-18 00:00:00;   null;234.274
1964-08-19 00:00:00;   null;235.219
1964-08-20 00:00:00;   null;235.968
1964-08-21 00:00:00;   null;235.747
1964-08-22 00:00:00;   null;236.405
1964-08-23 00:00:00;   null;236.542
1964-08-24 00:00:00;   null;237.481
1964-08-25 00:00:00;161.849;235.618
1964-08-26 00:00:00;161.060;235.794
1964-08-27 00:00:00;160.664;235.917
1964-08-28 00:00:00;161.111;234.355
1964-08-29 00:00:00;160.587;235.913
1964-08-30 00:00:00;160.026;236.979
1964-08-31 00:00:00;160.088;237.669
1964-09-01 00:00:00;160.135;237.450
1964-09-02 00:00:00;160.810;237.157
1964-09-03 00:00:00;160.266;238.189
1964-09-04 00:00:00;160.116;235.251
1964-09-05 00:00:00;159.833;234.030
1964-09-06 00:00:00;160.143;233.836
1964-09-07 00:00:00;157.851;   null
1964-09-08 00:00:00;156.640;   null
1964-09-09 00:00:00;157.077;236.110
1964-09-10 00:00:00;157.425;235.487
1964-09-11 00:00:00;158.089;236.361
1964-09-12 00:00:00;158.832;237.182
1964-09-13 00:00:00;160.614;238.521
1964-09-14 00:00:00;161.093;237.822
1964-09-15 00:00:00;161.075;236.872
1964-09-16 00:00:00;160.330;234.723
1964-09-17 00:00:00;161.038;235.396
1964-09-18 00:00:00;161.711;234.320
1964-09-19 00:00:00;161.894;236.640
1964-09-20 00:00:00;161.877;235.046
1964-09-21 00:00:00;160.311;235.701
1964-09-22 00:00:00;159.179;233.472
1964-09-23 00:00:00;159.967;233.644
1964-09-24 00:00:00;160.726;233.754
1964-09-25 00:00:00;159.991;234.742
1964-09-26 00:00:00;160.620;235.166
1964-09-27 00:00:00;161.472;236.137
1964-09-28 00:00:00;161.911;235.043
1964-09-29 00:00:00;161.856;235.330
1964-09-30 00:00:00;162.392;239.088
1964-10-01 00:00:00;166.533;237.971
1964-10-02 00:00:00;166.655;238.394
1964-10-03 00:00:00;166.712;238.091
1964-10-04 00:00:00;165.837;236.666
1964-10-05 00:00:00;165.195;237.059
1964-10-06 00:00:00;160.080;235.819
1964-10-07 00:00:00;158.625;236.036
1964-10-08 00:00:00;160.232;237.033
1964-10-09 00:00:00;160.370;237.742
1964-10-10 00:00:00;160.376;238.633
1964-10-11 00:00:00;160.927;238.215
1964-10-12 00:00:00;160.726;237.497
1964-10-13 00:00:00;158.474;237.047
1964-10-14 00:00:00;159.229;236.575
1964-10-15 00:00:00;162.541;237.180
1964-10-16 00:00:00;163.542;236.255
1964-10-17 00:00:00;163.411;236.799
1964-10-18 00:00:00;161.100;235.771
1964-10-19 00:00:00;162.027;235.806
1964-10-20 00:00:00;162.012;235.732
1964-10-21 00:00:00;162.829;235.690
1964-10-22 00:00:00;163.097;236.574
1964-10-23 00:00:00;163.624;237.277
1964-10-24 00:00:00;163.234;236.179
1964-10-25 00:00:00;162.466;235.467
1964-10-26 00:00:00;162.778;234.772
1964-10-27 00:00:00;161.940;236.558
1964-10-28 00:00:00;160.050;236.039
1964-10-29 00:00:00;160.482;234.681
1964-10-30 00:00:00;161.171;235.357
1964-10-31 00:00:00;161.994;236.133
1964-11-01 00:00:00;165.262;235.660
1964-11-02 00:00:00;165.403;235.690
1964-11-03 00:00:00;165.118;235.783
1964-11-04 00:00:00;165.169;235.789
1964-11-05 00:00:00;166.643;234.946
1964-11-06 00:00:00;166.434;236.127
1964-11-07 00:00:00;165.842;236.252
1964-11-08 00:00:00;165.093;236.124
1964-11-09 00:00:00;166.083;235.806
1964-11-10 00:00:00;165.259;235.329
1964-11-11 00:00:00;165.180;235.763
1964-11-12 00:00:00;164.726;235.728
1964-11-13 00:00:00;164.304;236.303
1964-11-14 00:00:00;163.369;236.892
1964-11-15 00:00:00;163.710;237.102
1964-11-16 00:00:00;161.714;236.305
1964-11-17 00:00:00;165.735;236.341
1964-11-18 00:00:00;169.858;235.227
1964-11-19 00:00:00;170.065;235.898
1964-11-20 00:00:00;171.191;235.778
1964-11-21 00:00:00;172.144;236.366
1964-11-22 00:00:00;174.168;238.256
1964-11-23 00:00:00;173.937;236.504
1964-11-24 00:00:00;172.049;236.294
1964-11-25 00:00:00;170.935;237.169
1964-11-26 00:00:00;172.237;236.933
1964-11-27 00:00:00;174.832;237.961
1964-11-28 00:00:00;175.218;237.761
1964-11-29 00:00:00;175.089;238.343
1964-11-30 00:00:00;174.690;238.023
1964-12-01 00:00:00;170.721;237.544
1964-12-02 00:00:00;171.120;237.040
1964-12-03 00:00:00;167.798;237.672
1964-12-04 00:00:00;168.221;238.712
1964-12-05 00:00:00;169.057;238.034
1964-12-06 00:00:00;168.122;238.737
1964-12-07 00:00:00;168.061;238.707
1964-12-08 00:00:00;169.136;238.659
1964-12-09 00:00:00;169.788;239.011
1964-12-10 00:00:00;171.848;238.582
1964-12-11 00:00:00;172.706;239.156
1964-12-12 00:00:00;172.282;240.075
1964-12-13 00:00:00;172.261;239.057
1964-12-14 00:00:00;172.712;239.447
1964-12-15 00:00:00;173.048;239.787
1964-12-16 00:00:00;172.323;238.900
1964-12-17 00:00:00;172.648;238.815
1964-12-18 00:00:00;172.907;238.357
1964-12-19 00:00:00;173.490;237.985
1964-12-20 00:00:00;173.503;238.217
1964-12-21 00:00:00;172.877;238.582
1964-12-22 00:00:00;   null;238.112
1964-12-23 00:00:00;   null;238.624
1964-12-24 00:00:00;   null;238.989
1964-12-25 00:00:00;   null;239.955
1964-12-26 00:00:00;173.131;240.266
1964-12-27 00:00:00;173.206;240.441
1964-12-28 00:00:00;173.046;240.036
1964-12-29 00:00:00;172.119;239.717
1964-12-30 00:00:00;171.207;237.860
1964-12-31 00:00:00;172.225;238.598
1965-01-01 00:00:00;175.599;243.596
1965-01-02 00:00:00;174.918;244.727
1965-01-03 00:00:00;173.891;244.395
1965-01-04 00:00:00;174.331;240.272
1965-01-05 00:00:00;176.225;238.385
1965-01-06 00:00:00;170.495;236.650
1965-01-07 00:00:00;171.399;237.565
1965-01-08 00:00:00;171.564;241.195
1965-01-09 00:00:00;170.836;239.955
1965-01-10 00:00:00;170.323;240.517
1965-01-11 00:00:00;171.278;237.234
1965-01-12 00:00:00;171.482;236.609
1965-01-13 00:00:00;170.570;235.233
1965-01-14 00:00:00;169.587;236.700
1965-01-15 00:00:00;168.797;235.586
1965-01-16 00:00:00;167.907;231.707
1965-01-17 00:00:00;168.252;237.140
1965-01-18 00:00:00;168.797;237.697
1965-01-19 00:00:00;169.300;   null
1965-01-20 00:00:00;169.846;   null
1965-01-21 00:00:00;169.363;238.214
1965-01-22 00:00:00;169.796;239.578
1965-01-23 00:00:00;168.771;240.747
1965-01-24 00:00:00;167.572;244.582
1965-01-25 00:00:00;167.758;243.205
1965-01-26 00:00:00;168.917;240.240
1965-01-27 00:00:00;169.404;239.446
1965-01-28 00:00:00;168.848;241.853
1965-01-29 00:00:00;170.455;244.189
1965-01-30 00:00:00;170.170;243.905
1965-01-31 00:00:00;170.382;243.643
1965-02-01 00:00:00;168.733;242.784
1965-02-02 00:00:00;169.814;241.453
1965-02-03 00:00:00;169.575;242.981
1965-02-04 00:00:00;171.278;241.051
1965-02-05 00:00:00;170.238;242.042
1965-02-06 00:00:00;170.832;242.880
1965-02-07 00:00:00;172.274;241.540
1965-02-08 00:00:00;169.135;239.613
1965-02-09 00:00:00;168.634;236.839
1965-02-10 00:00:00;169.158;237.458
1965-02-11 00:00:00;170.172;238.481
1965-02-12 00:00:00;170.112;237.230
1965-02-13 00:00:00;168.916;236.150
1965-02-14 00:00:00;169.803;234.089
1965-02-15 00:00:00;169.892;236.358
1965-02-16 00:00:00;170.586;238.166
1965-02-17 00:00:00;171.391;239.278
1965-02-18 00:00:00;171.526;239.775
1965-02-19 00:00:00;172.151;239.362
1965-02-20 00:00:00;172.133;239.534
1965-02-21 00:00:00;171.999;240.502
1965-02-22 00:00:00;171.643;239.923
1965-02-23 00:00:00;172.332;241.863
1965-02-24 00:00:00;171.668;241.769
1965-02-25 00:00:00;171.193;243.924
1965-02-26 00:00:00;171.266;243.870
1965-02-27 00:00:00;170.711;241.417
1965-02-28 00:00:00;172.044;240.443
1965-03-01 00:00:00;170.244;240.471
1965-03-02 00:00:00;170.910;240.516
1965-03-03 00:00:00;170.793;238.989
1965-03-04 00:00:00;172.442;237.270
1965-03-05 00:00:00;171.539;237.083
1965-03-06 00:00:00;170.635;238.354
1965-03-07 00:00:00;170.218;239.688
1965-03-08 00:00:00;170.150;243.875
1965-03-09 00:00:00;170.263;242.363
1965-03-10 00:00:00;170.362;240.451
1965-03-11 00:00:00;170.813;242.090
1965-03-12 00:00:00;170.927;241.420
1965-03-13 00:00:00;170.943;243.147
1965-03-14 00:00:00;171.007;243.700
1965-03-15 00:00:00;170.978;243.550
1965-03-16 00:00:00;170.717;242.072
1965-03-17 00:00:00;171.403;241.166
1965-03-18 00:00:00;172.332;241.545
1965-03-19 00:00:00;171.615;243.161
1965-03-20 00:00:00;170.641;242.096
1965-03-21 00:00:00;170.512;240.208
1965-03-22 00:00:00;170.964;241.221
1965-03-23 00:00:00;171.534;240.360
1965-03-24 00:00:00;170.959;240.262
1965-03-25 00:00:00;170.194;239.290
1965-03-26 00:00:00;168.516;239.782
1965-03-27 00:00:00;168.219;242.481
1965-03-28 00:00:00;167.472;244.535
1965-03-29 00:00:00;168.584;241.736
1965-03-30 00:00:00;169.722;234.520
1965-03-31 00:00:00;171.354;239.086
1965-04-01 00:00:00;171.305;240.872
1965-04-02 00:00:00;170.890;241.347
1965-04-03 00:00:00;171.310;241.374
1965-04-04 00:00:00;172.889;240.547
1965-04-05 00:00:00;173.532;241.586
1965-04-06 00:00:00;173.371;240.587
1965-04-07 00:00:00;173.258;240.023
1965-04-08 00:00:00;173.305;241.177
1965-04-09 00:00:00;172.754;241.198
1965-04-10 00:00:00;172.510;242.424
1965-04-11 00:00:00;171.809;242.988
1965-04-12 00:00:00;172.510;242.867
1965-04-13 00:00:00;174.053;242.608
1965-04-14 00:00:00;174.100;243.085
1965-04-15 00:00:00;173.037;240.896
1965-04-16 00:00:00;172.029;241.808
1965-04-17 00:00:00;170.986;243.601
1965-04-18 00:00:00;174.388;242.229
1965-04-19 00:00:00;173.191;240.083
1965-04-20 00:00:00;171.199;238.525
1965-04-21 00:00:00;172.495;239.974
1965-04-22 00:00:00;172.496;240.361
1965-04-23 00:00:00;172.634;240.611
1965-04-24 00:00:00;171.718;239.258
1965-04-25 00:00:00;171.446;241.111
1965-04-26 00:00:00;171.382;242.296
1965-04-27 00:00:00;172.169;241.035
1965-04-28 00:00:00;172.123;241.847
1965-04-29 00:00:00;171.285;241.918
1965-04-30 00:00:00;171.009;242.525
1965-05-01 00:00:00;170.499;243.070
1965-05-02 00:00:00;170.821;242.956
1965-05-03 00:00:00;171.436;243.357
1965-05-04 00:00:00;170.228;242.900
1965-05-05 00:00:00;171.765;243.575
1965-05-06 00:00:00;170.900;244.426
1965-05-07 00:00:00;170.296;243.342
1965-05-08 00:00:00;169.625;242.922
1965-05-09 00:00:00;168.870;242.174
1965-05-10 00:00:00;169.922;242.032
1965-05-11 00:00:00;170.046;243.149
1965-05-12 00:00:00;171.587;243.892
1965-05-13 00:00:00;171.934;243.330
1965-05-14 00:00:00;172.419;243.187
1965-05-15 00:00:00;172.123;242.823
1965-05-16 00:00:00;172.594;243.468
1965-05-17 00:00:00;173.273;242.671
1965-05-18 00:00:00;173.045;242.135
1965-05-19 00:00:00;173.119;243.312
1965-05-20 00:00:00;172.603;243.905
1965-05-21 00:00:00;173.411;241.677
1965-05-22 00:00:00;173.649;240.700
1965-05-23 00:00:00;173.519;240.962
1965-05-24 00:00:00;173.309;241.395
1965-05-25 00:00:00;172.507;241.535
1965-05-26 00:00:00;172.398;241.045
1965-05-27 00:00:00;172.097;242.543
1965-05-28 00:00:00;171.380;240.605
1965-05-29 00:00:00;171.276;240.063
1965-05-30 00:00:00;170.969;239.786
1965-05-31 00:00:00;170.767;240.720
1965-06-01 00:00:00;169.956;241.423
1965-06-02 00:00:00;169.759;240.590
1965-06-03 00:00:00;170.156;240.246
1965-06-04 00:00:00;170.328;239.549
1965-06-05 00:00:00;170.000;241.370
1965-06-06 00:00:00;166.751;241.748
1965-06-07 00:00:00;166.885;241.415
1965-06-08 00:00:00;165.815;238.984
1965-06-09 00:00:00;162.837;237.617
1965-06-10 00:00:00;162.377;239.607
1965-06-11 00:00:00;161.665;239.911
1965-06-12 00:00:00;162.297;239.533
1965-06-13 00:00:00;162.773;240.671
1965-06-14 00:00:00;163.070;239.136
1965-06-15 00:00:00;164.908;238.249
1965-06-16 00:00:00;165.621;232.911
1965-06-17 00:00:00;166.300;236.229
1965-06-18 00:00:00;164.075;235.248
1965-06-19 00:00:00;164.535;235.719
1965-06-20 00:00:00;165.449;236.469
1965-06-21 00:00:00;167.094;237.982
1965-06-22 00:00:00;169.051;238.849
1965-06-23 00:00:00;170.016;237.345
1965-06-24 00:00:00;169.512;238.601
1965-06-25 00:00:00;168.746;238.325
1965-06-26 00:00:00;168.535;238.442
1965-06-27 00:00:00;169.501;239.200
1965-06-28 00:00:00;169.780;238.172
1965-06-29 00:00:00;169.263;238.243
1965-06-30 00:00:00;170.259;238.965
1965-07-01 00:00:00;170.672;237.386
1965-07-02 00:00:00;170.828;237.324
1965-07-03 00:00:00;171.684;238.348
1965-07-04 00:00:00;171.734;238.601
1965-07-05 00:00:00;169.857;237.500
1965-07-06 00:00:00;169.864;237.306
1965-07-07 00:00:00;171.323;237.716
1965-07-08 00:00:00;173.463;238.073
1965-07-09 00:00:00;172.932;237.235
1965-07-10 00:00:00;171.078;236.297
1965-07-11 00:00:00;170.411;236.072
1965-07-12 00:00:00;170.095;236.100
1965-07-13 00:00:00;168.254;233.983
1965-07-14 00:00:00;168.789;236.619
1965-07-15 00:00:00;170.167;237.985
1965-07-16 00:00:00;171.735;238.498
1965-07-17 00:00:00;171.314;235.955
1965-07-18 00:00:00;171.784;238.233
1965-07-19 00:00:00;170.685;236.407
1965-07-20 00:00:00;170.864;238.604
1965-07-21 00:00:00;171.479;238.747
1965-07-22 00:00:00;170.927;237.960
1965-07-23 00:00:00;169.767;239.270
1965-07-24 00:00:00;168.578;238.785
1965-07-25 00:00:00;168.121;238.390
1965-07-26 00:00:00;168.525;240.921
1965-07-27 00:00:00;167.559;239.249
1965-07-28 00:00:00;168.532;241.576
1965-07-29 00:00:00;168.246;242.294
1965-07-30 00:00:00;168.936;240.454
1965-07-31 00:00:00;169.605;237.016
1965-08-01 00:00:00;170.135;236.904
1965-08-02 00:00:00;168.925;235.699
1965-08-03 00:00:00;168.524;237.420
1965-08-04 00:00:00;167.554;237.936
1965-08-05 00:00:00;167.667;239.254
1965-08-06 00:00:00;168.099;240.603
1965-08-07 00:00:00;169.349;238.804
1965-08-08 00:00:00;170.498;238.926
1965-08-09 00:00:00;171.388;239.408
1965-08-10 00:00:00;170.670;239.397
1965-08-11 00:00:00;169.945;240.202
1965-08-12 00:00:00;170.285;239.188
1965-08-13 00:00:00;170.417;238.576
1965-08-14 00:00:00;170.785;237.814
1965-08-15 00:00:00;170.499;237.115
1965-08-16 00:00:00;168.084;234.812
1965-08-17 00:00:00;169.123;236.030
1965-08-18 00:00:00;169.121;234.839
1965-08-19 00:00:00;168.866;235.257
1965-08-20 00:00:00;169.211;235.650
1965-08-21 00:00:00;170.236;237.208
1965-08-22 00:00:00;171.374;236.480
1965-08-23 00:00:00;171.556;236.271
1965-08-24 00:00:00;169.412;236.773
1965-08-25 00:00:00;168.075;237.118
1965-08-26 00:00:00;168.218;236.477
1965-08-27 00:00:00;167.277;236.345
1965-08-28 00:00:00;165.317;237.776
1965-08-29 00:00:00;165.951;237.711
1965-08-30 00:00:00;167.094;237.245
1965-08-31 00:00:00;168.226;236.940
1965-09-01 00:00:00;167.957;240.123
1965-09-02 00:00:00;166.774;239.699
1965-09-03 00:00:00;166.188;237.674
1965-09-04 00:00:00;166.539;237.330
1965-09-05 00:00:00;166.070;236.733
1965-09-06 00:00:00;166.601;235.695
1965-09-07 00:00:00;166.169;234.382
1965-09-08 00:00:00;167.226;236.071
1965-09-09 00:00:00;169.176;236.737
1965-09-10 00:00:00;169.613;238.439
1965-09-11 00:00:00;168.508;237.576
1965-09-12 00:00:00;168.133;240.276
1965-09-13 00:00:00;165.628;240.019
1965-09-14 00:00:00;166.563;240.116
1965-09-15 00:00:00;167.576;241.884
1965-09-16 00:00:00;168.278;238.720
1965-09-17 00:00:00;168.337;238.097
1965-09-18 00:00:00;169.171;237.536
1965-09-19 00:00:00;167.807;237.870
1965-09-20 00:00:00;167.903;237.608
1965-09-21 00:00:00;168.552;239.802
1965-09-22 00:00:00;169.769;239.111
1965-09-23 00:00:00;170.163;237.986
1965-09-24 00:00:00;170.533;237.658
1965-09-25 00:00:00;169.711;238.219
1965-09-26 00:00:00;169.477;238.942
1965-09-27 00:00:00;167.158;235.749
1965-09-28 00:00:00;166.604;234.760
1965-09-29 00:00:00;164.701;235.095
1965-09-30 00:00:00;163.276;235.474
1965-10-01 00:00:00;162.530;236.833
1965-10-02 00:00:00;163.354;237.415
